point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江慈溪（逍林）方言同音字汇
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,晦,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,回,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,茴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,蛔,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,徊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,汇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,溃,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,煨,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,蜕,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,兑,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,TS,最,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,会,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,刽,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,桧,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,外,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,Ø,会,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,Ø,绘,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,Ø,烩,,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,包,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,胞,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,苞,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,饱,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,豹,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,爆,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,泡,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,抛,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,脬,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,炮,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,泡,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,跑,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,刨,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,匏,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,麅,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,M,茅,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,M,猫,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,M,锚,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,M,卯,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,M,貌,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,N,铙,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,N,挠,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,N,闹,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,找,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,交,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,郊,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,胶,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,教,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,茭,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,跤,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,绞,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,狡,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,铰,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,搅,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,搞,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,教,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,校,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,较,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,酵,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,窖,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,觉,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,珓,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,敲,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,骹,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,巧,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,咬,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,K,乐,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
