point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,东城街道江喜昌2021
JT01,金坛,太湖片-毗陵小片,,,肴,K,郊,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,胶,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,教,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,茭,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,蛟,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,跤,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,绞,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,狡,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,铰,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,搅,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,搞,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,教,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,校,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,较,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,酵,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,窖,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,觉,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,珓,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,敲,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,骹,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,巧,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,咬,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,K,乐,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,哮,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,孝,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,肴,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,淆,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,效,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,校,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,校,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,坳,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,凹,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,拗,ao,,
JT01,金坛,太湖片-毗陵小片,,,肴,Ø,靿,ao,,
