point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴江方言语音研究
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,碍,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,P,贝,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,P,狈,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,P,沛,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,带,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,太,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,泰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,大,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,汏,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,N,奈,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,L,赖,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,L,癞,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,盖,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,丐,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,艾,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,杯,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,辈,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,背,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,胚,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,坯,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,配,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,培,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,陪,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,赔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,裴,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,倍,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,佩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,P,背,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,梅,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,枚,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,媒,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,煤,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,莓,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,玫,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,每,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,妹,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,M,昧,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,堆,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,对,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,碓,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,推,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,腿,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,退,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,颓,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,T,队,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,N,馁,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,N,内,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,雷,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,儡,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,癗,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,累,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,擂,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,TS,催,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,盔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,恢,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,魁,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,诙,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,傀,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,块,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,K,桅,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,T,兑,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,TS,最,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,会,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,刽,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,桧,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,K,外,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,包,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,胞,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,苞,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,饱,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,豹,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,爆,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,泡,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,抛,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,脬,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,炮,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,泡,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,跑,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,刨,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,匏,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,麅,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,鲍,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,P,鉋,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,M,茅,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,M,猫,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,M,锚,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,M,卯,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,M,貌,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,N,铙,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,N,挠,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,N,闹,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,罩,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,櫂,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,抓,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,爪,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,找,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,笊,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,抄,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,钞,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,炒,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,吵,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,巢,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,梢,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,捎,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,筲,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,稍,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,潲,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,潲,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,TS,哨,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,交,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,郊,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,胶,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,教,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,茭,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,蛟,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,跤,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,绞,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,狡,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,铰,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,搅,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,搞,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,教,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,校,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,较,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,酵,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,窖,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,觉,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,珓,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,敲,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,骹,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,巧,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,咬,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,K,乐,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,哮,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,孝,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,肴,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,淆,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,效,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,校,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,校,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,坳,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,凹,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,拗,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,肴,Ø,靿,au,,
