point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,绍兴方言同音字汇
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,TS,蔡,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,盖,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,丐,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,艾,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,Ø,害,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,Ø,蔼,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,杯,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,辈,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,背,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,胚,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,坯,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,配,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,培,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,陪,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,赔,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,裴,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,倍,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,佩,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,P,背,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,梅,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,枚,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,媒,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,煤,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,莓,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,玫,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,每,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,妹,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,M,昧,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,堆,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,𠡒,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,对,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,碓,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,推,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,㷟,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,腿,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,退,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,颓,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,T,队,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,N,馁,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,N,内,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,雷,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,儡,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,癗,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,蕾,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,累,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,擂,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,L,𨀤,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,TS,脧,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,TS,催,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,TS,崔,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,TS,摧,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,TS,罪,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,TS,碎,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,瑰,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,盔,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,恢,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,魁,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,诙,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,傀,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,块,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,K,桅,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,灰,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,贿,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,悔,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,晦,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,回,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,茴,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,蛔,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,徊,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,汇,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,溃,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,灰,Ø,煨,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,T,蜕,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,T,兑,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,TS,最,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,会,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,刽,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,桧,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,K,外,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,Ø,会,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,Ø,绘,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,泰,Ø,烩,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,包,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,胞,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,苞,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,饱,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,豹,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,爆,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,泡,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,抛,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,脬,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,炮,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,泡,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,跑,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,刨,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,匏,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,麅,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,鲍,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,P,鉋,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,M,茅,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,M,猫,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,M,锚,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,M,卯,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,M,貌,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,N,铙,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,N,挠,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,N,闹,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,罩,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,櫂,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,抓,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,爪,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,找,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,笊,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,抄,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,钞,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,炒,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,吵,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,巢,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,梢,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,捎,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,筲,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,稍,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,潲,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,潲,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,TS,哨,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,交,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,郊,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,胶,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,教,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,茭,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,蛟,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,跤,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,绞,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,狡,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,铰,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,搅,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,搞,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,教,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,校,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,较,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,酵,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,窖,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,觉,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,珓,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,敲,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,骹,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,巧,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,咬,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,K,乐,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,哮,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,孝,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,肴,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,淆,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,效,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,校,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,校,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,坳,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,凹,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,拗,ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,肴,Ø,靿,ɒ,,
