point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,长乐话音系
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,L,儡,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,L,癗,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,L,蕾,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,L,累,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,L,擂,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,L,𨀤,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,TS,脧,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,TS,催,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,TS,崔,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,TS,摧,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,TS,罪,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,TS,碎,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,瑰,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,盔,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,恢,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,魁,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,诙,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,傀,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,块,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,K,桅,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,灰,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,贿,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,悔,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,晦,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,回,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,茴,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,蛔,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,徊,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,汇,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,溃,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,灰,Ø,煨,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,T,蜕,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,T,兑,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,TS,最,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,K,会,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,K,刽,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,K,桧,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,K,外,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,Ø,会,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,Ø,绘,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,泰,Ø,烩,,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,包,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,胞,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,苞,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,饱,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,豹,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,爆,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,泡,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,抛,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,脬,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,炮,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,泡,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,跑,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,刨,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,匏,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,麅,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,鲍,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,P,鉋,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,M,茅,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,M,猫,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,M,锚,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,M,卯,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,M,貌,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,N,铙,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,N,挠,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,N,闹,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,罩,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,櫂,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,抓,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,爪,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,找,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,笊,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,抄,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,钞,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,炒,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,吵,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,巢,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,梢,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,捎,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,筲,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,稍,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,潲,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,潲,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,TS,哨,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,交,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,郊,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,胶,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,教,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,茭,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,蛟,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,跤,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,绞,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,狡,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,铰,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,搅,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,搞,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,教,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,校,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,较,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,酵,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,窖,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,觉,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,珓,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,敲,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,骹,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,巧,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,咬,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,K,乐,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,哮,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,孝,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,肴,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,淆,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,效,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,校,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,校,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,坳,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,凹,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,拗,ɒ,,
SZ02,嵊州长乐,太湖片-临绍小片,,,肴,Ø,靿,ɒ,,
