point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,嵊州崇仁镇方言语音研究
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,开,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,凯,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,慨,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,咳,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,呆,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,磑,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,碍,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,海,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,孩,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,亥,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,哀,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,埃,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,唉,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,Ø,爱,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,P,贝,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,P,狈,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,P,沛,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,带,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,太,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,泰,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,大,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,汏,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,N,奈,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,L,赖,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,L,癞,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,TS,蔡,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,盖,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,丐,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,艾,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,Ø,害,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,Ø,蔼,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,杯,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,辈,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,背,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,胚,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,坯,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,配,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,培,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,陪,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,赔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,裴,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,倍,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,佩,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,P,背,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,梅,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,枚,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,媒,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,煤,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,莓,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,玫,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,每,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,妹,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,M,昧,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,堆,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,𠡒,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,对,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,碓,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,推,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,㷟,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,腿,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,退,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,颓,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,T,队,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,N,馁,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,N,内,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,雷,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,儡,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,癗,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,蕾,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,累,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,擂,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,L,𨀤,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,TS,脧,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,TS,催,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,TS,崔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,TS,摧,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,TS,罪,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,TS,碎,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,瑰,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,盔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,恢,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,魁,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,诙,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,傀,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,块,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,K,桅,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,灰,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,贿,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,悔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,晦,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,回,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,茴,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,蛔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,徊,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,汇,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,溃,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,灰,Ø,煨,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,蜕,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,T,兑,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,TS,最,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,会,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,刽,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,桧,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,K,外,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,Ø,会,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,Ø,绘,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,泰,Ø,烩,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,包,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,胞,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,苞,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,饱,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,豹,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,爆,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,泡,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,抛,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,脬,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,炮,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,泡,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,跑,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,刨,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,匏,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,麅,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,鲍,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,P,鉋,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,M,茅,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,M,猫,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,M,锚,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,M,卯,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,M,貌,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,N,铙,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,N,挠,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,N,闹,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,罩,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,櫂,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,抓,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,爪,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,找,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,笊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,抄,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,钞,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,炒,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,吵,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,巢,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,梢,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,捎,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,筲,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,稍,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,潲,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,潲,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,TS,哨,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,交,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,郊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,胶,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,教,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,茭,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,蛟,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,跤,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,绞,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,狡,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,铰,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,搅,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,搞,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,教,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,校,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,较,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,酵,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,窖,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,觉,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,珓,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,敲,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,骹,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,巧,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,咬,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,K,乐,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,哮,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,孝,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,肴,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,淆,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,效,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,校,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,校,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,坳,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,凹,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,拗,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,肴,Ø,靿,ɑɒ,,
