point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语富阳（东梓关）方言音系
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,悔,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,晦,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,回,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,茴,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,蛔,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,徊,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,汇,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,溃,,,
FY02,富阳东梓关,太湖片-临绍小片,,,灰,Ø,煨,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,T,蜕,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,T,兑,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,TS,最,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,K,会,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,K,刽,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,K,桧,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,K,外,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,Ø,会,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,Ø,绘,,,
FY02,富阳东梓关,太湖片-临绍小片,,,泰,Ø,烩,,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,包,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,胞,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,苞,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,饱,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,豹,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,爆,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,泡,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,抛,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,脬,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,炮,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,泡,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,跑,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,刨,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,匏,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,麅,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,M,茅,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,M,猫,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,M,锚,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,M,卯,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,M,貌,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,N,铙,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,N,挠,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,N,闹,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,找,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,交,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,郊,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,胶,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,教,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,茭,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,跤,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,绞,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,狡,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,铰,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,搅,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,搞,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,教,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,校,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,较,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,酵,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,窖,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,觉,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,珓,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,敲,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,骹,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,巧,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,咬,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,K,乐,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
FY02,富阳东梓关,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
