point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江德清（乾元）方言音系
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,贿,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,悔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,晦,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,回,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,茴,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,蛔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,徊,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,汇,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,溃,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,煨,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,蜕,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,兑,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,TS,最,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,会,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,刽,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,桧,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,外,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,Ø,会,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,Ø,绘,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,Ø,烩,,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,包,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,胞,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,苞,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,饱,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,豹,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,爆,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,泡,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,抛,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,脬,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,炮,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,泡,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,跑,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,刨,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,匏,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,麅,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,鲍,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,P,鉋,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,M,茅,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,M,猫,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,M,锚,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,M,卯,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,M,貌,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,N,铙,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,N,挠,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,N,闹,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,罩,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,櫂,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,抓,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,爪,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,找,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,笊,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,抄,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,钞,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,炒,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,吵,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,巢,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,梢,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,捎,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,筲,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,稍,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,潲,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,潲,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,TS,哨,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,交,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,郊,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,胶,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,教,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,茭,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,蛟,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,跤,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,绞,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,狡,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,铰,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,搅,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,搞,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,教,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,校,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,较,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,酵,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,窖,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,觉,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,珓,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,敲,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,骹,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,巧,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,咬,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,K,乐,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,哮,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,孝,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,肴,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,淆,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,效,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,校,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,校,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,坳,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,凹,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,拗,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,肴,Ø,靿,ɔ,,
