point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,萧山南阳方言的语音研究
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,TS,罪,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,TS,碎,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,瑰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,盔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,恢,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,魁,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,诙,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,傀,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,块,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,K,桅,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,灰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,贿,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,悔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,晦,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,回,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,茴,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,蛔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,徊,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,汇,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,溃,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,Ø,煨,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,蜕,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,兑,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,TS,最,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,会,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,刽,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,桧,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,外,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,Ø,会,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,Ø,绘,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,Ø,烩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,包,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,胞,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,苞,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,饱,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,豹,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,爆,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,泡,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,抛,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,脬,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,炮,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,泡,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,跑,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,刨,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,匏,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,麅,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,M,茅,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,M,猫,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,M,锚,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,M,卯,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,M,貌,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,N,铙,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,N,挠,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,N,闹,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,找,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,交,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,郊,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,胶,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,教,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,茭,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,跤,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,绞,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,狡,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,铰,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,搅,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,搞,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,教,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,校,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,较,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,酵,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,窖,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,觉,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,珓,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,敲,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,骹,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,巧,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,咬,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,K,乐,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
