point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,杜进 2016
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,奤,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,态,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,贷,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,台,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,苔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,抬,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,待,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,怠,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,殆,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,代,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,袋,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,玳,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,黛,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,埭,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,逮,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,绐,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,N,乃,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,N,耐,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,L,来,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,灾,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,栽,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,宰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,载,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,再,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,载,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,猜,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,彩,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,採,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,睬,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,踩,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,菜,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,棌,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,才,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,材,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,财,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,裁,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,在,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,载,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,腮,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,鳃,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,赛,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,TS,塞,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,该,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,改,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,概,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,溉,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,开,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,凯,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,慨,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,咳,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,呆,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,磑,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,K,碍,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,海,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,孩,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,亥,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,哀,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,埃,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,唉,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,Ø,爱,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,P,贝,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,P,狈,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,P,沛,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,带,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,太,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,泰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,大,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,汏,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,N,奈,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,L,赖,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,L,癞,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,TS,蔡,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,盖,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,丐,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,艾,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,Ø,害,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,Ø,蔼,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,杯,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,辈,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,背,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,胚,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,坯,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,配,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,培,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,陪,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,赔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,裴,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,倍,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,佩,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,P,背,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,梅,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,枚,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,媒,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,煤,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,莓,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,玫,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,每,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,妹,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,M,昧,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,堆,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,𠡒,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,对,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,碓,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,推,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,㷟,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,腿,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,退,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,颓,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,T,队,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,N,馁,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,N,内,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,雷,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,儡,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,癗,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,蕾,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,累,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,擂,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,L,𨀤,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,TS,脧,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,TS,催,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,TS,崔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,TS,摧,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,TS,罪,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,TS,碎,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,瑰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,盔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,恢,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,魁,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,诙,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,傀,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,块,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,K,桅,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,灰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,贿,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,悔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,晦,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,回,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,茴,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,蛔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,徊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,汇,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,溃,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,灰,Ø,煨,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,蜕,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,T,兑,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,TS,最,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,会,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,刽,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,桧,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,K,外,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,Ø,会,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,Ø,绘,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,泰,Ø,烩,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,包,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,胞,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,苞,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,饱,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,豹,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,爆,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,泡,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,抛,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,脬,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,炮,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,泡,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,跑,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,刨,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,匏,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,麅,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,鲍,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,P,鉋,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,M,茅,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,M,猫,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,M,锚,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,M,卯,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,M,貌,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,N,铙,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,N,挠,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,N,闹,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,罩,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,櫂,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,抓,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,爪,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,找,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,笊,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,抄,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,钞,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,炒,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,吵,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,巢,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,梢,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,捎,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,筲,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,稍,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,潲,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,潲,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,TS,哨,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,交,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,郊,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,胶,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,教,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,茭,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,蛟,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,跤,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,绞,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,狡,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,铰,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,搅,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,搞,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,教,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,校,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,较,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,酵,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,窖,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,觉,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,珓,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,敲,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,骹,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,巧,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,咬,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,K,乐,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,哮,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,孝,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,肴,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,淆,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,效,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,校,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,校,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,坳,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,凹,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,拗,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,肴,Ø,靿,ɔ,,
