point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,平湖县志
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,T,腿,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,T,退,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,T,颓,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,T,队,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,N,馁,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,N,内,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,雷,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,儡,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,癗,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,累,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,擂,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,TS,催,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,盔,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,恢,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,魁,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,诙,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,傀,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,块,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,K,桅,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,T,兑,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,TS,最,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,K,会,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,K,刽,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,K,桧,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,K,外,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
PH01,平湖城关,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
