point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,海宁方言志2009
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,玫,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,每,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,妹,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,昧,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,堆,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,𠡒,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,对,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,碓,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,推,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,㷟,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,腿,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,退,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,颓,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,T,队,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,N,馁,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,N,内,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,雷,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,儡,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,癗,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,蕾,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,累,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,擂,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,L,𨀤,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,TS,脧,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,TS,催,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,TS,崔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,TS,摧,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,TS,罪,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,TS,碎,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,瑰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,盔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,恢,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,魁,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,诙,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,傀,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,块,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,K,桅,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,灰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,贿,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,悔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,晦,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,回,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,茴,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,蛔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,徊,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,汇,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,溃,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,Ø,煨,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,蜕,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,兑,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,TS,最,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,会,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,刽,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,桧,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,外,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,Ø,会,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,Ø,绘,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,Ø,烩,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,包,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,胞,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,苞,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,饱,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,豹,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,爆,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,抛,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,脬,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,炮,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,泡,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,跑,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,刨,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,匏,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,麅,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,鲍,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,P,鉋,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,M,茅,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,M,猫,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,M,锚,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,M,卯,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,M,貌,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,N,铙,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,N,挠,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,N,闹,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,罩,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,櫂,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,抓,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,爪,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,找,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,笊,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,抄,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,钞,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,炒,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,吵,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,巢,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,梢,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,捎,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,筲,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,稍,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,潲,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,TS,哨,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,交,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,郊,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,胶,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,茭,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,蛟,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,跤,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,绞,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,狡,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,铰,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,搅,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,搞,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,教,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,校,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,较,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,酵,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,窖,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,觉,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,珓,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,敲,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,骹,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,巧,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,咬,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,K,乐,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,哮,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,孝,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,肴,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,淆,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,效,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,校,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,坳,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,凹,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,拗,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,肴,Ø,靿,ɔ,,
