point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,诸暨南部地区方言音韵比较研究
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,溉,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,开,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,凯,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,慨,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,咳,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,呆,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,磑,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,碍,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,海,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,孩,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,亥,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,哀,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,埃,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,唉,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,Ø,爱,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,P,贝,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,P,狈,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,P,沛,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,带,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,太,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,泰,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,大,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,汏,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,N,奈,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,L,赖,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,L,癞,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,TS,蔡,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,盖,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,丐,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,艾,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,Ø,害,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,Ø,蔼,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,杯,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,辈,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,背,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,胚,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,坯,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,配,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,培,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,陪,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,赔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,裴,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,倍,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,佩,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,P,背,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,梅,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,枚,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,媒,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,煤,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,莓,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,玫,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,每,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,妹,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,M,昧,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,堆,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,𠡒,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,对,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,碓,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,推,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,㷟,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,腿,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,退,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,颓,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,T,队,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,N,馁,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,N,内,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,雷,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,儡,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,癗,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,蕾,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,累,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,擂,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,L,𨀤,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,TS,脧,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,TS,催,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,TS,崔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,TS,摧,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,TS,罪,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,TS,碎,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,瑰,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,盔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,恢,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,魁,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,诙,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,傀,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,块,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,K,桅,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,灰,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,贿,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,悔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,晦,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,回,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,茴,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,蛔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,徊,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,汇,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,溃,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,灰,Ø,煨,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,蜕,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,T,兑,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,TS,最,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,会,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,刽,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,桧,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,K,外,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,Ø,会,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,Ø,绘,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,泰,Ø,烩,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,包,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,胞,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,苞,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,饱,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,豹,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,爆,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,泡,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,抛,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,脬,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,炮,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,泡,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,跑,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,刨,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,匏,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,麅,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,M,茅,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,M,猫,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,M,锚,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,M,卯,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,M,貌,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,N,铙,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,N,挠,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,N,闹,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,找,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,交,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,郊,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,胶,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,教,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,茭,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,跤,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,绞,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,狡,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,铰,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,搅,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,搞,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,教,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,校,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,较,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,酵,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,窖,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,觉,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,珓,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,敲,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,骹,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,巧,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,咬,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,K,乐,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
