point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江省语言志
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,爆,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,泡,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,抛,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,脬,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,炮,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,泡,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,跑,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,刨,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,匏,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,麅,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,鲍,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,鉋,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,M,茅,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,M,猫,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,M,锚,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,M,卯,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,M,貌,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,N,铙,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,N,挠,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,N,闹,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,罩,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,櫂,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,抓,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,爪,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,找,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,笊,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,抄,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,钞,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,炒,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,吵,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,巢,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,梢,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,捎,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,筲,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,稍,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,潲,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,潲,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,TS,哨,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,交,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,郊,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,胶,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,教,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,茭,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,蛟,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,跤,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,绞,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,狡,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,铰,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,搅,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,搞,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,教,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,校,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,较,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,酵,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,窖,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,觉,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,珓,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,敲,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,骹,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,巧,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,咬,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,K,乐,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,哮,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,孝,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,肴,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,淆,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,效,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,校,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,校,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,坳,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,凹,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,拗,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,Ø,靿,ɔ,,
