point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,诸暨市直埠镇方言语音研究
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,T,汏,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,N,奈,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,L,赖,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,L,癞,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,TS,蔡,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,盖,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,丐,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,艾,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,Ø,害,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,Ø,蔼,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,杯,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,辈,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,背,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,胚,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,坯,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,配,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,培,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,陪,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,赔,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,裴,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,倍,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,佩,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,P,背,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,梅,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,枚,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,媒,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,煤,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,莓,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,玫,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,每,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,妹,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,M,昧,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,堆,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,𠡒,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,对,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,碓,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,推,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,㷟,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,腿,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,退,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,颓,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,T,队,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,N,馁,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,N,内,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,雷,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,儡,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,癗,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,蕾,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,累,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,擂,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,L,𨀤,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,TS,脧,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,TS,催,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,TS,崔,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,TS,摧,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,TS,罪,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,TS,碎,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,瑰,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,盔,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,恢,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,魁,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,诙,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,傀,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,块,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,K,桅,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,灰,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,贿,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,悔,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,晦,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,回,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,茴,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,蛔,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,徊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,汇,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,溃,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,灰,Ø,煨,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,T,蜕,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,T,兑,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,TS,最,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,会,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,刽,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,桧,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,K,外,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,Ø,会,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,Ø,绘,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,泰,Ø,烩,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,包,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,胞,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,苞,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,饱,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,豹,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,爆,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,泡,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,抛,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,脬,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,炮,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,泡,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,跑,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,刨,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,匏,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,麅,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,鲍,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,P,鉋,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,M,茅,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,M,猫,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,M,锚,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,M,卯,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,M,貌,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,N,铙,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,N,挠,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,N,闹,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,罩,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,櫂,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,抓,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,爪,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,找,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,笊,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,抄,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,钞,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,炒,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,吵,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,巢,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,梢,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,捎,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,筲,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,稍,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,潲,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,TS,哨,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,交,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,郊,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,胶,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,教,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,茭,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,蛟,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,跤,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,绞,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,狡,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,铰,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,搅,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,搞,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,教,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,校,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,较,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,酵,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,窖,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,觉,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,珓,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,敲,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,骹,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,巧,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,咬,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,K,乐,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,哮,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,孝,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,肴,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,淆,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,效,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,校,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,坳,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,凹,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,拗,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,肴,Ø,靿,ɔ,,
