point_id,point_name,rhyme_modern,phonetic,char_count,example_chars
SZ03,嵊州崇仁镇,戈,ɤ,56,共 56 个例字
SZ03,嵊州崇仁镇,模,u,110,共 110 个例字
SZ03,嵊州崇仁镇,歌,a,6,共 6 个例字
SZ03,嵊州崇仁镇,歌,ɤ,30,共 30 个例字
SZ03,嵊州崇仁镇,皆,a,16,共 16 个例字
SZ03,嵊州崇仁镇,皆,e,1,豺
SZ03,嵊州崇仁镇,麻,a,2,妈 / 拿
SZ03,嵊州崇仁镇,麻,ɤ,57,共 57 个例字
TC01,太仓沙溪,佳,a,20,共 20 个例字
TC01,太仓沙溪,佳,ia,2,佳 / 涯
TC01,太仓沙溪,佳,iɪ,1,懈
TC01,太仓沙溪,佳,o,2,晒 / 钗
TC01,太仓沙溪,佳,ɛ,1,隘
TC01,太仓沙溪,戈,o,5,共 5 个例字
TC01,太仓沙溪,戈,u,20,共 20 个例字
TC01,太仓沙溪,戈,əu,37,共 37 个例字
TC01,太仓沙溪,模,o,8,共 8 个例字
TC01,太仓沙溪,模,u,43,共 43 个例字
TC01,太仓沙溪,模,ɔ,1,姥
TC01,太仓沙溪,模,əu,70,共 70 个例字
TC01,太仓沙溪,歌,a,3,他 / 大 / 拖
TC01,太仓沙溪,歌,i,1,左
TC01,太仓沙溪,歌,o,2,挪 / 搓
TC01,太仓沙溪,歌,u,5,共 5 个例字
TC01,太仓沙溪,歌,ɔ,1,萝
TC01,太仓沙溪,歌,əu,27,共 27 个例字
TC01,太仓沙溪,皆,a,13,共 13 个例字
TC01,太仓沙溪,皆,ia,3,介 / 届 / 皆
TC01,太仓沙溪,皆,iɪ,3,偕 / 械 / 谐
TC01,太仓沙溪,皆,ɛ,3,埋 / 挨 / 骇
TC01,太仓沙溪,麻,a,22,共 22 个例字
TC01,太仓沙溪,麻,ia,8,共 8 个例字
TC01,太仓沙溪,麻,o,48,共 48 个例字
TC02,太仓城厢,佳,a,18,共 18 个例字
TC02,太仓城厢,佳,ia,4,佳 / 崖 / 懈 / 涯
TC02,太仓城厢,佳,o,2,晒 / 钗
TC02,太仓城厢,佳,ᴇ,1,隘
TC02,太仓城厢,戈,io,1,瘸
TC02,太仓城厢,戈,o,5,共 5 个例字
TC02,太仓城厢,戈,u,21,共 21 个例字
TC02,太仓城厢,戈,əu,42,共 42 个例字
TC02,太仓城厢,模,o,8,共 8 个例字
TC02,太仓城厢,模,u,48,共 48 个例字
TC02,太仓城厢,模,əu,66,共 66 个例字
TC02,太仓城厢,歌,a,5,共 5 个例字
TC02,太仓城厢,歌,o,4,哪 / 屙 / 挪 / 阿
TC02,太仓城厢,歌,u,4,何 / 河 / 荷 / 贺
TC02,太仓城厢,歌,əu,25,共 25 个例字
TC02,太仓城厢,皆,a,11,共 11 个例字
TC02,太仓城厢,皆,ia,3,偕 / 届 / 皆
TC02,太仓城厢,麻,a,20,共 20 个例字
TC02,太仓城厢,麻,ia,9,共 9 个例字
TC02,太仓城厢,麻,o,55,共 55 个例字
TL01,桐庐镇,佳,a,18,共 18 个例字
TL01,桐庐镇,佳,ia,2,崖 / 涯
TL01,桐庐镇,佳,iɛ,1,懈
TL01,桐庐镇,佳,uo,1,稗
TL01,桐庐镇,佳,yo,1,晒
TL01,桐庐镇,戈,a,1,破
TL01,桐庐镇,戈,u,50,共 50 个例字
TL01,桐庐镇,戈,uo,1,窝
TL01,桐庐镇,模,u,105,共 105 个例字
TL01,桐庐镇,歌,a,3,他 / 大 / 挪
TL01,桐庐镇,歌,u,26,共 26 个例字
TL01,桐庐镇,歌,uo,3,可 / 我 / 柯
TL01,桐庐镇,歌,ɔ,1,萝
TL01,桐庐镇,歌,ɛ,1,大
TL01,桐庐镇,皆,a,14,共 14 个例字
TL01,桐庐镇,皆,iɛ,5,共 5 个例字
TL01,桐庐镇,麻,a,9,共 9 个例字
TL01,桐庐镇,麻,ia,5,共 5 个例字
TL01,桐庐镇,麻,u,1,拿
TL01,桐庐镇,麻,uo,35,共 35 个例字
TL01,桐庐镇,麻,yo,14,共 14 个例字
TX01,桐乡城区,佳,a,19,共 19 个例字
TX01,桐乡城区,佳,ia,3,佳 / 崖 / 涯
TX01,桐乡城区,佳,o,1,晒
TX01,桐乡城区,佳,ɛ,1,隘
TX01,桐乡城区,戈,o,5,共 5 个例字
TX01,桐乡城区,戈,u,35,共 35 个例字
TX01,桐乡城区,模,o,4,慕 / 暮 / 模 / 错
TX01,桐乡城区,模,u,73,共 73 个例字
TX01,桐乡城区,歌,a,4,他 / 哪 / 大 / 那
TX01,桐乡城区,歌,o,3,可 / 挪 / 阿
TX01,桐乡城区,歌,u,19,共 19 个例字
TX01,桐乡城区,皆,a,13,共 13 个例字
TX01,桐乡城区,皆,ia,2,介 / 皆
TX01,桐乡城区,皆,iɛ,1,械
TX01,桐乡城区,麻,a,32,共 32 个例字
TX01,桐乡城区,麻,ia,4,亚 / 贾 / 霞 / 驾
TX01,桐乡城区,麻,o,35,共 35 个例字
WJ01,吴江市松陵,佳,iɔ,3,佳 / 崖 / 涯
WJ01,吴江市松陵,佳,o,1,钗
WJ01,吴江市松陵,佳,ɔ,19,共 19 个例字
WJ01,吴江市松陵,戈,o,3,摩 / 磨 / 魔
WJ01,吴江市松陵,戈,u,10,共 10 个例字
WJ01,吴江市松陵,戈,əu,29,共 29 个例字
WJ01,吴江市松陵,模,o,7,共 7 个例字
WJ01,吴江市松陵,模,u,28,共 28 个例字
WJ01,吴江市松陵,模,əu,66,共 66 个例字
WJ01,吴江市松陵,歌,a,1,阿
WJ01,吴江市松陵,歌,o,1,可
WJ01,吴江市松陵,歌,u,4,何 / 河 / 荷 / 贺
WJ01,吴江市松陵,歌,ɔ,2,他 / 那
WJ01,吴江市松陵,歌,əu,20,共 20 个例字
WJ01,吴江市松陵,皆,iɔ,3,届 / 皆 / 阶
WJ01,吴江市松陵,皆,ɔ,11,共 11 个例字
WJ01,吴江市松陵,皆,ɪ,2,械 / 谐
WJ01,吴江市松陵,皆,ᴇ,2,埋 / 豺
WJ01,吴江市松陵,麻,io,1,亚
WJ01,吴江市松陵,麻,iɔ,6,共 6 个例字
WJ01,吴江市松陵,麻,o,38,共 38 个例字
WJ01,吴江市松陵,麻,ɔ,15,共 15 个例字
WJ02,吴江芦墟,佳,iɔ,2,佳 / 解
WJ02,吴江芦墟,佳,ɔ,17,共 17 个例字
WJ02,吴江芦墟,戈,o,3,朵 / 簸 / 魔
WJ02,吴江芦墟,戈,u,9,共 9 个例字
WJ02,吴江芦墟,戈,əu,21,共 21 个例字
WJ02,吴江芦墟,模,o,2,摹 / 模
WJ02,吴江芦墟,模,u,21,共 21 个例字
WJ02,吴江芦墟,模,əu,59,共 59 个例字
WJ02,吴江芦墟,歌,i,1,左
WJ02,吴江芦墟,歌,u,3,何 / 河 / 荷
WJ02,吴江芦墟,歌,ɔ,1,大
WJ02,吴江芦墟,歌,əu,19,共 19 个例字
WJ02,吴江芦墟,皆,iɔ,2,介 / 阶
WJ02,吴江芦墟,皆,ɔ,9,共 9 个例字
WJ02,吴江芦墟,麻,iɔ,1,霞
WJ02,吴江芦墟,麻,o,34,共 34 个例字
WJ02,吴江芦墟,麻,ɔ,11,共 11 个例字
WX01,无锡城区,佳,a,22,共 22 个例字
WX01,无锡城区,佳,ia,4,佳 / 崖 / 涯 / 解
WX01,无锡城区,戈,u,1,莴
WX01,无锡城区,戈,yəʔ,1,瘸
WX01,无锡城区,戈,əɯ,56,共 56 个例字
WX01,无锡城区,模,u,49,共 49 个例字
WX01,无锡城区,模,ŋ,1,吴
WX01,无锡城区,模,əɯ,68,共 68 个例字
WX01,无锡城区,模,ʌ,1,姥
WX01,无锡城区,歌,a,2,哪 / 拖
WX01,无锡城区,歌,əɯ,29,共 29 个例字
WX01,无锡城区,歌,ʌ,1,萝
WX01,无锡城区,皆,a,15,共 15 个例字
WX01,无锡城区,皆,ia,3,械 / 皆 / 阶
WX01,无锡城区,麻,a,21,共 21 个例字
WX01,无锡城区,麻,ia,8,共 8 个例字
WX01,无锡城区,麻,u,26,共 26 个例字
WX01,无锡城区,麻,əɯ,16,共 16 个例字
WX02,吴县光福镇,佳,a,18,共 18 个例字
WX02,吴县光福镇,佳,ia,1,佳
WX02,吴县光福镇,佳,o,3,晒 / 罢 / 钗
WX02,吴县光福镇,佳,ɛ,1,隘
WX02,吴县光福镇,戈,o,4,摩 / 磨 / 蘑 / 魔
WX02,吴县光福镇,戈,u,10,共 10 个例字
WX02,吴县光福镇,戈,əu,46,共 46 个例字
WX02,吴县光福镇,模,o,7,共 7 个例字
WX02,吴县光福镇,模,u,15,共 15 个例字
WX02,吴县光福镇,模,əu,92,共 92 个例字
WX02,吴县光福镇,歌,a,1,他
WX02,吴县光福镇,歌,əu,29,共 29 个例字
WX02,吴县光福镇,皆,a,11,共 11 个例字
WX02,吴县光福镇,皆,ia,5,共 5 个例字
WX02,吴县光福镇,皆,ɛ,2,豺 / 骇
WX02,吴县光福镇,麻,a,18,共 18 个例字
WX02,吴县光福镇,麻,ia,4,稼 / 贾 / 雅 / 驾
WX02,吴县光福镇,麻,io,5,共 5 个例字
WX02,吴县光福镇,麻,o,40,共 40 个例字
WX02,吴县光福镇,麻,æ,1,拿
XC01,新昌城关,佳,a,19,共 19 个例字
XC01,新昌城关,佳,ia,2,崖 / 涯
XC01,新昌城关,佳,o̞,1,钗
XC01,新昌城关,戈,a,1,破
XC01,新昌城关,戈,o,46,共 46 个例字
XC01,新昌城关,戈,u,1,唾
XC01,新昌城关,戈,ɛ,1,簸
XC01,新昌城关,模,o,9,共 9 个例字
XC01,新昌城关,模,u,91,共 91 个例字
XC01,新昌城关,歌,a,6,共 6 个例字
XC01,新昌城关,歌,o,26,共 26 个例字
XC01,新昌城关,歌,o̞,1,搓
XC01,新昌城关,皆,a,13,共 13 个例字
XC01,新昌城关,皆,ia,3,偕 / 械 / 皆
XC01,新昌城关,皆,ɛ,1,埋
XC01,新昌城关,麻,a,5,共 5 个例字
XC01,新昌城关,麻,ia,5,共 5 个例字
XC01,新昌城关,麻,o,1,蟆
XC01,新昌城关,麻,o̞,44,共 44 个例字
XD01,新登下港,佳,a,13,共 13 个例字
XD01,新登下港,佳,ai,1,崖
XD01,新登下港,佳,ia,6,共 6 个例字
XD01,新登下港,佳,o,1,稗
XD01,新登下港,佳,yo,1,晒
XD01,新登下港,佳,ɛ,1,奶
XD01,新登下港,戈,a,1,破
XD01,新登下港,戈,u,58,共 58 个例字
XD01,新登下港,戈,ɛ,1,簸
XD01,新登下港,模,u,112,共 112 个例字
XD01,新登下港,歌,a,4,个 / 他 / 拖 / 挪
XD01,新登下港,歌,o,1,阿
XD01,新登下港,歌,u,32,共 32 个例字
XD01,新登下港,歌,ɔ,3,哪 / 我 / 萝
XD01,新登下港,皆,a,15,共 15 个例字
XD01,新登下港,皆,ia,3,斋 / 械 / 豺
XD01,新登下港,皆,ie,3,偕 / 届 / 皆
XD01,新登下港,皆,o,1,尬
XD01,新登下港,皆,ɛ,1,骇
XD01,新登下港,麻,a,5,共 5 个例字
XD01,新登下港,麻,ia,9,共 9 个例字
XD01,新登下港,麻,o,37,共 37 个例字
XD01,新登下港,麻,ua,1,鸦
XD01,新登下港,麻,yo,15,共 15 个例字
XH02,萧山城厢,佳,a,20,共 20 个例字
XH02,萧山城厢,佳,ia,3,佳 / 崖 / 涯
XH02,萧山城厢,佳,o,2,晒 / 稗
XH02,萧山城厢,戈,a,1,破
XH02,萧山城厢,戈,o,49,共 49 个例字
XH02,萧山城厢,戈,u,4,伙 / 火 / 螺 / 货
XH02,萧山城厢,模,o,9,共 9 个例字
XH02,萧山城厢,模,u,104,共 104 个例字
XH02,萧山城厢,歌,a,4,他 / 大 / 挪 / 那
XH02,萧山城厢,歌,o,27,共 27 个例字
XH02,萧山城厢,歌,u,1,屙
XH02,萧山城厢,皆,a,14,共 14 个例字
XH02,萧山城厢,皆,e,1,骇
XH02,萧山城厢,皆,ia,5,共 5 个例字
XH02,萧山城厢,麻,a,8,共 8 个例字
XH02,萧山城厢,麻,ia,2,枷 / 驾
XH02,萧山城厢,麻,io,6,共 6 个例字
XH02,萧山城厢,麻,o,56,共 56 个例字
XS01,象山丹城,佳,a,20,共 20 个例字
XS01,象山丹城,佳,ia,1,涯
XS01,象山丹城,佳,o,1,晒
XS01,象山丹城,戈,o,45,共 45 个例字
XS01,象山丹城,戈,u,8,共 8 个例字
XS01,象山丹城,模,o,9,共 9 个例字
XS01,象山丹城,模,u,110,共 110 个例字
XS01,象山丹城,歌,a,4,他 / 哪 / 大 / 那
XS01,象山丹城,歌,o,27,共 27 个例字
XS01,象山丹城,歌,u,3,个 / 哥 / 歌
XS01,象山丹城,皆,a,16,共 16 个例字
XS01,象山丹城,皆,ia,2,械 / 阶
XS01,象山丹城,皆,ɛ,1,埋
XS01,象山丹城,麻,a,8,共 8 个例字
XS01,象山丹城,麻,ia,7,共 7 个例字
XS01,象山丹城,麻,o,55,共 55 个例字
XS03,萧山南阳镇,佳,a,19,共 19 个例字
XS03,萧山南阳镇,戈,o,38,共 38 个例字
XS03,萧山南阳镇,戈,u,8,共 8 个例字
XS03,萧山南阳镇,模,o,3,做 / 募 / 错
XS03,萧山南阳镇,模,u,97,共 97 个例字
XS03,萧山南阳镇,歌,o,24,共 24 个例字
XS03,萧山南阳镇,歌,u,1,屙
XS03,萧山南阳镇,皆,a,8,共 8 个例字
XS03,萧山南阳镇,皆,ia,1,届
XS03,萧山南阳镇,麻,a,5,共 5 个例字
XS03,萧山南阳镇,麻,ia,6,共 6 个例字
XS03,萧山南阳镇,麻,o,49,共 49 个例字
XZ01,莘庄,佳,iᴀ,2,佳 / 涯
XZ01,莘庄,佳,o,2,晒 / 钗
XZ01,莘庄,佳,ᴀ,20,共 20 个例字
XZ01,莘庄,戈,o,3,摩 / 磨 / 魔
XZ01,莘庄,戈,u,31,共 31 个例字
XZ01,莘庄,模,o,6,共 6 个例字
XZ01,莘庄,模,u,84,共 84 个例字
XZ01,莘庄,歌,o,2,可 / 搓
XZ01,莘庄,歌,u,21,共 21 个例字
XZ01,莘庄,歌,ɤ,1,个
XZ01,莘庄,歌,ᴀ,2,他 / 大
XZ01,莘庄,皆,e,1,豺
XZ01,莘庄,皆,iᴀ,2,皆 / 阶
XZ01,莘庄,皆,ᴀ,10,共 10 个例字
XZ01,莘庄,麻,iᴀ,8,共 8 个例字
XZ01,莘庄,麻,o,26,共 26 个例字
XZ01,莘庄,麻,ɔ,3,下 / 哑 / 夏
XZ01,莘庄,麻,ɛ,1,拿
XZ01,莘庄,麻,ᴀ,14,共 14 个例字
YQ01,於潜,佳,a,20,共 20 个例字
YQ01,於潜,佳,ia,2,佳 / 涯
YQ01,於潜,佳,uo,2,晒 / 稗
YQ01,於潜,戈,a,1,破
YQ01,於潜,戈,u,52,共 52 个例字
YQ01,於潜,模,u,112,共 112 个例字
YQ01,於潜,歌,a,3,他 / 哪 / 大
YQ01,於潜,歌,o,2,挪 / 搓
YQ01,於潜,歌,u,28,共 28 个例字
YQ01,於潜,皆,a,10,共 10 个例字
YQ01,於潜,麻,a,8,共 8 个例字
YQ01,於潜,麻,ia,16,共 16 个例字
YQ01,於潜,麻,uo,47,共 47 个例字
YX01,宜兴,佳,a,16,共 16 个例字
YX01,宜兴,佳,ia,2,懈 / 解
YX01,宜兴,佳,o,3,差 / 涯 / 钗
YX01,宜兴,佳,ɛ,1,隘
YX01,宜兴,戈,au,9,共 9 个例字
YX01,宜兴,戈,o,1,莎
YX01,宜兴,戈,oʔ,1,薄
YX01,宜兴,戈,ɷ,41,共 41 个例字
YX01,宜兴,模,au,2,摹 / 模
YX01,宜兴,模,oʔ,1,恶
YX01,宜兴,模,u,101,共 101 个例字
YX01,宜兴,模,ŋ,2,五 / 午
YX01,宜兴,模,ɷ,6,共 6 个例字
YX01,宜兴,歌,au,1,萝
YX01,宜兴,歌,o,2,他 / 哪
YX01,宜兴,歌,ɷ,31,共 31 个例字
YX01,宜兴,皆,a,9,共 9 个例字
YX01,宜兴,皆,ia,8,共 8 个例字
YX01,宜兴,麻,a,2,洒 / 爸
YX01,宜兴,麻,io,10,共 10 个例字
YX01,宜兴,麻,o,53,共 53 个例字
YX02, 鄞县中区,佳,a,19,共 19 个例字
YX02, 鄞县中区,佳,ia,1,涯
YX02, 鄞县中区,佳,ie,1,懈
YX02, 鄞县中区,佳,o,2,稗 / 罢
YX02, 鄞县中区,戈,o,3,剁 / 朵 / 躲
YX02, 鄞县中区,戈,əu,53,共 53 个例字
YX02, 鄞县中区,模,u,99,共 99 个例字
YX02, 鄞县中区,模,əu,9,共 9 个例字
YX02, 鄞县中区,歌,a,1,大
YX02, 鄞县中区,歌,o,2,我 / 挪
YX02, 鄞县中区,歌,əu,26,共 26 个例字
YX02, 鄞县中区,皆,a,15,共 15 个例字
YX02, 鄞县中区,皆,e,1,埋
YX02, 鄞县中区,皆,ie,5,共 5 个例字
YX02, 鄞县中区,麻,a,3,妈 / 洒 / 爸
YX02, 鄞县中区,麻,ia,2,亚 / 雅
YX02, 鄞县中区,麻,o,55,共 55 个例字
YY01,余姚城关,佳,a,23,共 23 个例字
YY01,余姚城关,佳,ia,3,佳 / 崖 / 涯
YY01,余姚城关,戈,a,1,破
YY01,余姚城关,戈,o,1,蘑
YY01,余姚城关,戈,ou,54,共 54 个例字
YY01,余姚城关,模,o,1,悟
YY01,余姚城关,模,ou,12,共 12 个例字
YY01,余姚城关,模,u,89,共 89 个例字
YY01,余姚城关,模,ŋ,3,五 / 伍 / 午
YY01,余姚城关,模,ɥ,9,共 9 个例字
YY01,余姚城关,歌,a,3,他 / 大 / 拖
YY01,余姚城关,歌,o,2,娑 / 我
YY01,余姚城关,歌,ou,29,共 29 个例字
YY01,余姚城关,皆,a,18,共 18 个例字
YY01,余姚城关,麻,a,3,妈 / 爸 / 马
YY01,余姚城关,麻,ia,4,亚 / 贾 / 雅 / 驾
YY01,余姚城关,麻,io,1,雅
YY01,余姚城关,麻,o,64,共 64 个例字
ZJ01,诸暨城关,佳,a,19,共 19 个例字
ZJ01,诸暨城关,佳,ia,1,涯
ZJ01,诸暨城关,佳,o,1,晒
ZJ01,诸暨城关,戈,a,2,破 / 莎
ZJ01,诸暨城关,戈,o,1,蓑
ZJ01,诸暨城关,戈,u,1,唾
ZJ01,诸暨城关,戈,ɔi,45,共 45 个例字
ZJ01,诸暨城关,模,u,77,共 77 个例字
ZJ01,诸暨城关,模,ɔi,7,共 7 个例字
ZJ01,诸暨城关,歌,a,2,个 / 大
ZJ01,诸暨城关,歌,o,1,搓
ZJ01,诸暨城关,歌,ɔi,23,共 23 个例字
ZJ01,诸暨城关,皆,a,11,共 11 个例字
ZJ01,诸暨城关,皆,ia,2,偕 / 械
ZJ01,诸暨城关,麻,a,11,共 11 个例字
ZJ01,诸暨城关,麻,ia,8,共 8 个例字
ZJ01,诸暨城关,麻,io,1,霞
ZJ01,诸暨城关,麻,o,42,共 42 个例字
ZJ01,诸暨城关,麻,ɔi,1,拿
ZJ02,诸暨璜山镇,佳,a,18,共 18 个例字
ZJ02,诸暨璜山镇,佳,ia,3,佳 / 崖 / 涯
ZJ02,诸暨璜山镇,佳,iʊ,1,佳
ZJ02,诸暨璜山镇,佳,ʊ,2,晒 / 钗
ZJ02,诸暨璜山镇,戈,ɤɯ,43,共 43 个例字
ZJ02,诸暨璜山镇,模,u,107,共 107 个例字
ZJ02,诸暨璜山镇,模,ɤɯ,8,共 8 个例字
ZJ02,诸暨璜山镇,歌,a,3,他 / 大 / 拖
ZJ02,诸暨璜山镇,歌,ɤɯ,29,共 29 个例字
ZJ02,诸暨璜山镇,歌,ʊ,1,搓
ZJ02,诸暨璜山镇,皆,a,14,共 14 个例字
ZJ02,诸暨璜山镇,皆,ia,3,届 / 械 / 阶
ZJ02,诸暨璜山镇,皆,ie,1,谐
ZJ02,诸暨璜山镇,麻,a,10,共 10 个例字
ZJ02,诸暨璜山镇,麻,ia,3,亚 / 雅 / 霞
ZJ02,诸暨璜山镇,麻,iʊ,2,亚 / 霞
ZJ02,诸暨璜山镇,麻,ʊ,49,共 49 个例字
ZJ03,诸暨直埠镇,佳,a,18,共 18 个例字
ZJ03,诸暨直埠镇,佳,o,1,晒
ZJ03,诸暨直埠镇,戈,a,1,破
ZJ03,诸暨直埠镇,戈,ou,34,共 34 个例字
ZJ03,诸暨直埠镇,模,o,1,肚
ZJ03,诸暨直埠镇,模,ou,2,做 / 错
ZJ03,诸暨直埠镇,模,u,82,共 82 个例字
ZJ03,诸暨直埠镇,歌,o,1,搓
ZJ03,诸暨直埠镇,歌,ou,20,共 20 个例字
ZJ03,诸暨直埠镇,皆,a,7,共 7 个例字
ZJ03,诸暨直埠镇,皆,ia,1,械
ZJ03,诸暨直埠镇,麻,a,6,共 6 个例字
ZJ03,诸暨直埠镇,麻,ia,2,亚 / 驾
ZJ03,诸暨直埠镇,麻,o,38,共 38 个例字
ZP01,周浦,佳,iᴀ,2,佳 / 涯
ZP01,周浦,佳,o,2,晒 / 钗
ZP01,周浦,佳,ᴀ,18,共 18 个例字
ZP01,周浦,戈,u,36,共 36 个例字
ZP01,周浦,模,o,2,模 / 错
ZP01,周浦,模,u,88,共 88 个例字
ZP01,周浦,歌,o,1,可
ZP01,周浦,歌,u,20,共 20 个例字
ZP01,周浦,歌,ɤ,1,哥
ZP01,周浦,歌,ᴀ,2,他 / 大
ZP01,周浦,皆,e,1,豺
ZP01,周浦,皆,iᴀ,2,皆 / 阶
ZP01,周浦,皆,ᴀ,9,共 9 个例字
ZP01,周浦,麻,iɔ,8,共 8 个例字
ZP01,周浦,麻,iᴀ,5,共 5 个例字
ZP01,周浦,麻,o,16,共 16 个例字
ZP01,周浦,麻,ɔ,4,下 / 丫 / 哑 / 夏
ZP01,周浦,麻,ᴀ,16,共 16 个例字
ZR01,真如,佳,iᴀ,2,佳 / 涯
ZR01,真如,佳,o,2,晒 / 钗
ZR01,真如,佳,ᴀ,17,共 17 个例字
ZR01,真如,戈,u,36,共 36 个例字
ZR01,真如,模,o,1,错
ZR01,真如,模,u,89,共 89 个例字
ZR01,真如,歌,u,22,共 22 个例字
ZR01,真如,歌,ᴀ,2,他 / 大
ZR01,真如,皆,iᴀ,3,届 / 皆 / 阶
ZR01,真如,皆,ᴀ,9,共 9 个例字
ZR01,真如,麻,iᴀ,7,共 7 个例字
ZR01,真如,麻,o,25,共 25 个例字
ZR01,真如,麻,ɔ,3,下 / 夏 / 拿
ZR01,真如,麻,ᴀ,14,共 14 个例字
ZS01,舟山定海,佳,a,19,共 19 个例字
ZS01,舟山定海,佳,ia,3,佳 / 崖 / 涯
ZS01,舟山定海,佳,o,1,稗
ZS01,舟山定海,佳,ɛ,1,奶
ZS01,舟山定海,戈,au,50,共 50 个例字
ZS01,舟山定海,戈,o,4,戈 / 朵 / 蓑 / 躲
ZS01,舟山定海,戈,u,3,唾 / 婆 / 窠
ZS01,舟山定海,模,au,8,共 8 个例字
ZS01,舟山定海,模,u,110,共 110 个例字
ZS01,舟山定海,歌,a,4,他 / 哪 / 大 / 拖
ZS01,舟山定海,歌,au,26,共 26 个例字
ZS01,舟山定海,歌,o,2,拖 / 挪
ZS01,舟山定海,皆,a,16,共 16 个例字
ZS01,舟山定海,皆,ia,2,皆 / 阶
ZS01,舟山定海,麻,a,5,共 5 个例字
ZS01,舟山定海,麻,ia,6,共 6 个例字
ZS01,舟山定海,麻,o,61,共 61 个例字
